Titulo,Autor,Editor,TituloBusqueda,cluster id,confidence
escritores andaluces por la paz,"lopez cortes, purificacion",chl group,escritores andaluces por la paz,227,1
cuentos con sabor,concha castro... et al.,alin,cuentos con sabor,228,1
consumacion del tiempo,"felix morillon, rufino",cuadernos poeticos kylix,consumacion del tiempo,229,1
sesion continua,"comendador sanchez, luis felipe",ayuntamiento de torredonjimeno,sesion continua,230,1
actas de ls vi jornadas sobre aprendizaje y ensenanza de las matematicas,"casas garcia, luis m",sociedad extremena de educacion matematicas,actas de ls vi jornadas sobre aprendizaje y ensenanza de las matematicas,231,1
alba,mayda antelo,mayda antelo,alba,232,1
las raices simbolistas del art nouveau,"fontbona de vallescar, francesc",universidad de alicante,las raices simbolistas del art nouveau,233,1
despues de tantos anos,"rubio gamez, fanny",huerga fierro,despues de tantos anos,234,1
"la masoneria, al socaire del ferrocarril en asturias","guerra garcia, victor",,"la masoneria, al socaire del ferrocarril en asturias",235,1
la imagen de la union en la obra periodistica de asensio saez,jose a. perez,universidad de alicante,la imagen de la union en la obra periodistica de asensio saez,236,1
formularios y practicas de derecho procesal civil,fernando gomez de liano,"editorial forum, s.a.",formularios y practicas de derecho procesal civil,237,1
the new spanish architecture,anatxu zabalbeascoa,rizzoli ny,the new spanish architecture,238,1
the new spanish architecture,anatxu zabalbeascoa,rizzoli ny,the new spanish architecture,239,1
santa maria del puerto. santona,enrique campuzano ruiz,museo diocesano,santa maria del puerto. santona,240,1
la obra de antonio bonet,federico ortiz miguel angel baldellou,summa nueva vision. sacifi,la obra de antonio bonet,241,1
c. zardoya. miniantologia,eugenio suarez,asociacion prometeo de poesia,c. zardoya. miniantologia,242,1
la transformacio del paisatge del masnou,"gimenez molina, isabel",ajuntament del masnou,la transformacio del paisatge del masnou,243,1
dulce de membrillo,daniel gomez culla,"gomez de culla, daniel",dulce de membrillo,244,1
el perdigon canibal de atapuerca,daniel gomez culla,"gomez de culla, daniel",el perdigon canibal de atapuerca,245,1
canto de todas las voces,fernando toro garland,,canto de todas las voces,246,1
desarrollo institucional y politico de chile,"toro- garland, fernando",las americas publishing company,desarrollo institucional y politico de chile,247,1
el cabildo de santiago en el siglo xvi,"toro-garland, fernando de",ed. universitaria,el cabildo de santiago en el siglo xvi,248,1
la contradiccion en el concejo municipal indiano,"de toro-garland garland, fernando",,la contradiccion en el concejo municipal indiano,249,1
historia de la iglesia hasta el concilio de trento,fernando de toro- garland,editorial universitaria,historia de la iglesia hasta el concilio de trento,250,1
los animales en la cultura extremena : ritulaes y tradicion oral,,,los animales en la cultura extremena : ritulaes y tradicion oral,251,1
modo y canciones del amor ficticio,guillermo carnero,el guadalhorce,modo y canciones del amor ficticio,252,1
barcelona mon amour,guillermo carnero,el guadalhorce,barcelona mon amour,253,1
el azar objetivo,guillermo carnero,mauriciio dors,el azar objetivo,254,1
la actividad turistica espanola en 1995,"monfort mir, vicente manuel",aecit,la actividad turistica espanola en 1995,255,1
don cometa el profeta de los ninos,victor aquiles jimenez,editorial exequiel,don cometa el profeta de los ninos,256,1
pasaporte al dia: 15 cuentos a nivel del mar,victor aquiles jimenez,ediciones exequiel,pasaporte al dia: 15 cuentos a nivel del mar,257,1
el real club nautico de algeciras,cristobal delgado,real club nautio,el real club nautico de algeciras,258,1
veinte maneras de motivar un equipo,alejandro garcia mas,feevale,veinte maneras de motivar un equipo,259,1
assaig general sobre el teatre i el cinema. gandia 1881-1980,josep e. gonga,j.m.borja i mora aj. gandia,assaig general sobre el teatre i el cinema. gandia 1881-1980,260,1
divulgacion y periodismo cientifico: entre la claridad y la exactitud,manuel calvo hernando,unam,divulgacion y periodismo cientifico: entre la claridad y la exactitud,261,1
diccionario de terminos usuales en el periodismo cientifico,manuel calvo,instituto politecnico nacional,diccionario de terminos usuales en el periodismo cientifico,262,1
encuentros mas que cercanos,"jimenez hernandez, victor aquiles",ediciones de exequiel,encuentros mas que cercanos,263,1
the perinatal medicine of the new millenium,"carrera macia, jose ma",monduzzi editore,the perinatal medicine of the new millenium,264,1
ecografia en medicina materno-fetal,"carrera macia, jose ma",editorial masson,ecografia en medicina materno-fetal,265,1
pepe : novela con interferencias,rafael castellano,taurus,pepe : novela con interferencias,266,1
el conde basilio y los fantasmas o el caso de la dentadura postiza,"castellano, rafael (1943-)",planeta,el conde basilio y los fantasmas o el caso de la dentadura postiza,267,1
monologos teatrales cubanos,"garzon cespedes, francisco",letras cubanas,monologos teatrales cubanos,268,1
cuentos para aprender a contar,francisco garzon cespedes,libros del olmo,cuentos para aprender a contar,269,1
cuentos para un mordisco,francisco garzon cespedes,oralidad escnica y desarrollo modular,cuentos para un mordisco,270,1
cuentos que cuento en la pena,"garzon cespedes, francisco",,cuentos que cuento en la pena,271,1
"cupido juglar, el nino mas travieso","gustavo novo hernandez, francisco garzon cespedes",gente nueva,"cupido juglar, el nino mas travieso",272,1
"cupido juglar, mensajero de la ternura","gustavo novo hernandez, francisco garzon cespedes",amaquemecan,"cupido juglar, mensajero de la ternura",273,1
modulaciones : poemas experimentales,francisco garzon cespedes,oralidad escenica y desarrollo modular,modulaciones : poemas experimentales,274,1
redoblante cuentero,francisco garzn cspedes,gente nueva,redoblante cuentero,275,1
teatrinos : seis piezas para jvenes manuel galich,"garzon cespedes, francisco",gente nueva,teatrinos : seis piezas para jvenes manuel galich,276,1
teatro,"felipe, carlos",letras cubanas,teatro,277,1
teatro jos a. ramos,seleccion y prologo de francisco garzon cespedes,arte y literatura,teatro jos a. ramos,278,1
el teatro latino americano de creacin colectiva,"garzon cespedes, francisco",casa de las americas,el teatro latino americano de creacin colectiva,279,1
"cantos a la revolucion, al pueblo y al amor","garzon cespedes, francisco",espiral,"cantos a la revolucion, al pueblo y al amor",280,1
"amor,donde sorprenden gaviotas","garzon cespedes, francisco",minima-narrativa,"amor,donde sorprenden gaviotas",281,1
el teatro de participacion popular y el teatro de la comunidad: un teatro de sus protagonistas.,"garzon cespades, francisco.",union de escritores y artistas de cuba,el teatro de participacion popular y el teatro de la comunidad: un teatro de sus protagonistas.,282,1
redoblante cuenta que te cuenta,francisco garzon cespedes,gente nueva,redoblante cuenta que te cuenta,283,1
un nino de la patria,francisco garzon cespedes,ministerio de educacion,un nino de la patria,284,1
"raul, el tirapiedras y la bola de barro","garzon cespedes, francisco",gente nueva,"raul, el tirapiedras y la bola de barro",285,1
desde los organos de punteria,francisco garzon cespedes,ediciones union,desde los organos de punteria,286,1
a mi no me pintes girasoles,francisco garzon cespedes,ediciones de la universidad iberoamericana,a mi no me pintes girasoles,287,1
amar es abrir las puertas,francisco garzon cespedes,libreria ateneo,amar es abrir las puertas,288,1
tres colecciones de textos visuales,francisco garzon cespedes,catedra,tres colecciones de textos visuales,289,1
teatro de cesar rengifo,"garzon cespedes, francisco",casa de americas,teatro de cesar rengifo,290,1
teatro de enrique buenaventura,"garzon cespedes, francisco",casa de las americas,teatro de enrique buenaventura,291,1
cuentos de emilio diaz valcarcel,"garzon cespedes, francisco",casa de las americas,cuentos de emilio diaz valcarcel,292,1
o ano de 1993,jose saramago,,o ano de 1993,293,1
o ano de 1993,jose saramago,futura,o ano de 1993,294,1
a bagagem do viajante,jose saramago.,,a bagagem do viajante,295,1
"euskal poesiaren kritika, 2002",jon kortazar,olerti etxea,"euskal poesiaren kritika, 2002",296,1
poesia y prosa religiosa en espana,"lastra gonzalez-llamazares, susana marta",editorial colihue,poesia y prosa religiosa en espana,297,1
historia dunha fotografia de xoguete,marcos vilarino,centro de estudos fotograficos,historia dunha fotografia de xoguete,298,1
cocinas del mundo. tailandia,"cusido mari, judit",ediciones circo,cocinas del mundo. tailandia,299,1
x anys de jornades culturals,,"ampa, ceip teresa salvat i llaurado",x anys de jornades culturals,300,1
que facil es... crear con papel mache,,"bestselia, s.a.",que facil es... crear con papel mache,301,1
guia de londres,,acento,guia de londres,302,1
anuario 2002 region de murcia,"tomas frutos, juan",asociacion de la prensa de murcia,anuario 2002 region de murcia,303,1
obreros somos,,altaffaylla,obreros somos,304,1
obreros somos,"esparza zabalegi, jose maria",altaffaylla,obreros somos,305,1
la crisis del campo socialista,"boffa, giuseppe",era,la crisis del campo socialista,306,1
sociologia : estudio del hombre en sociedad,b. rose,uteha,sociologia : estudio del hombre en sociedad,307,1
fundamentos de la libertad,durward v. sandifer y l. ronald scheman,uteha,fundamentos de la libertad,308,1
historiadores y diplomaticos : el papel de la historia y de los historiadores en la politica exterior norteamericana,comp. francis l. loewenheim colab. herbert geis... et al.,union tipografica editorial hispano americana,historiadores y diplomaticos : el papel de la historia y de los historiadores en la politica exterior norteamericana,309,1
antologia de las ideas politicas,"ortuno, manuel",edit. renacimiento,antologia de las ideas politicas,310,1
fundamentos de la economia moderna,,uteha,fundamentos de la economia moderna,311,1
antologia,"llavador piernas, josefa",publicaciones del seminario de literatura inem,antologia,312,1
la viole et lor ou les amours veritables de guillem de cabestany,renada-laura portet,minuprint,la viole et lor ou les amours veritables de guillem de cabestany,313,1
els noms de lloc del rossello,renada laura portet,cedacc,els noms de lloc del rossello,314,1
toponimia rossellonesa,renada laura portet,,toponimia rossellonesa,315,1
carlos iii cuenta su noche de bodas,luis espanol bouche,luis espanol,carlos iii cuenta su noche de bodas,316,1
poemas emancipados,raquel guidi de elordi,editorial guadalupe,poemas emancipados,317,1
a una ciudad que puede ser la tuya,raquel guidi elordi,ediciones crisol,a una ciudad que puede ser la tuya,318,1
salvador espriu i andorra,antoni morell,banca reig,salvador espriu i andorra,319,1
agridulce,dimas coello,litomaype,agridulce,320,1
amor y disciplina,dimas coello,grafiper,amor y disciplina,321,1
resumen historico-bibliografico,"ortuno martinez, manuel",era,resumen historico-bibliografico,322,1
movimientos juveniles en europa y estados unidos,"ortuno martinez, manuel",direccion general de prensa,movimientos juveniles en europa y estados unidos,323,1
sindicalismo estudiantil,"ortuno martinez, manuel",departamento nacional del intercambio cultural,sindicalismo estudiantil,324,1
"manuel eduardo de gorostiza, hispano-mexicano, romantico y liberal",manuel ortuno,asociacion cultural de amistad hispano-mexicana,"manuel eduardo de gorostiza, hispano-mexicano, romantico y liberal",325,1
"turismo, medio ambiente y empleo","ortuno martinez, manuel",cosejo de europa,"turismo, medio ambiente y empleo",326,1
"madrid, 1992: vertice de un triangulo excepcional",manuel ortuno,editur,"madrid, 1992: vertice de un triangulo excepcional",327,1
el exilio espanol y el mundo de los libros,"ortuno martinez, manuel",universidad de guadalajara. mexico,el exilio espanol y el mundo de los libros,328,1
ii congreso internacional nueva espana y el caribe,"ortuno martinez, manuel",,ii congreso internacional nueva espana y el caribe,329,1
proyecto de manifiesto verde,txillardegi,"hordago, ciboure",proyecto de manifiesto verde,330,1
labartzari agur,txillardegi,,labartzari agur,331,1
memories of leturia,txillardegi,basque american foundation,memories of leturia,332,1
de un mito a una boda,miguel angel mari uriol,uriol,de un mito a una boda,333,1
he decidido seguir viviendo...,"de aguilar-amat castillo, ana",universidadde guadalajara,he decidido seguir viviendo...,334,1
datando lembranzas,maria xose lamas,fundacion manuel maria da terracha,datando lembranzas,335,1
centenari i vida de pere pruna,"da rosa lopez, fanny",rainbow art studio,centenari i vida de pere pruna,336,1
vi certamen internacional fundacion ciudad de requena,"garcia teba, francisco javier",ayuntamiento de requena,vi certamen internacional fundacion ciudad de requena,337,1
estudios galego-brasileiros,"tato fontaina, laura",h.p. comunicacao,estudios galego-brasileiros,338,1
risalat,ricardo bermejo,ayuntamiento de lepe,risalat,339,1
antologia poetica desde la postmodernidad,victoria garcia,lord byron ediciones,antologia poetica desde la postmodernidad,340,1
antologia: nueva poesia hispanoamericana,victoria garcia,lord byron ediciones,antologia: nueva poesia hispanoamericana,341,1
antologia: nueva poesia hispanoamericana,victoria garcia,lord byron ediciones,antologia: nueva poesia hispanoamericana,342,1
ferias de teatro del estado espanol,pedro alberto marcos lucas,edicion de la coordinadora de ferias de teatro,ferias de teatro del estado espanol,343,1
travelling,luis felipe comendador,ayuntamiento de talavera de la reina,travelling,344,1
la casa deshabitada,teresa barbero,ayuntamiento de talavera,la casa deshabitada,345,1
la lengua y la literatura en la publicidad,isidoro arroyo almaraz,ediciones del laberinto,la lengua y la literatura en la publicidad,346,1
la letra prohibida,"veron gormaz, jose",certeza,la letra prohibida,347,1
iberdrola en fundamentos de mk,antonio carlos cuenca,"mcgraw-hill / interamericana de espana, s.a.",iberdrola en fundamentos de mk,348,1
austria,"padilla galvez, jesus",secretaria de estado de comercio y turismo,austria,349,1
homenaje a antonio dominguez ortiz,,,homenaje a antonio dominguez ortiz,350,1
poemas a compostela,manuel marin,"compostela, s.a.",poemas a compostela,351,1
ix encuentros con la poesia,"lopez mozo, jeronimo",fundacion rafael alberti,ix encuentros con la poesia,352,1
la excepcion y la regla,"cremades cascales, antonio",grupo el olivo,la excepcion y la regla,353,1
conferencies de les jornades de commemoracio i estudi de leclipsi total de sol a la mallorca de 1905,joan march,societat de historia de les illes baleares,conferencies de les jornades de commemoracio i estudi de leclipsi total de sol a la mallorca de 1905,354,1
compact 2005,,universidad catolica nuestra senora de la asuncion,compact 2005,355,1
campesinado y participacion social,"torres vila, maria caridad",universidad de la habana,campesinado y participacion social,356,1
desarrollo rural y participacion,"torres vila, maria caridad",universidad de la habana,desarrollo rural y participacion,357,1
cooperativismo rural y participacion social,"torres vila, maria caridad",universidad de la habana,cooperativismo rural y participacion social,358,1
poemas de amor,pura vazquez...et. al.,torculo edicions,poemas de amor,359,1
viaje al centro del mundo,"alamo, antonio",omega,viaje al centro del mundo,360,1
cxotinha sabe pintar-se ben,"babarro gonzalez, juan fernandez martinez, ana maria",everest,cxotinha sabe pintar-se ben,361,1
osito algodones,"fernandez martinez, ana maria",bruno,osito algodones,362,1
dona gansa gansa,"fernandez martinez, ana maria",bruno,dona gansa gansa,363,1
athletic club. libro oficial temporada 2004-2005,,el correo espanol,athletic club. libro oficial temporada 2004-2005,364,1
protoevanxeo do neto de herodes,"grana villar, bernardino",la voz de galicia s.a.,protoevanxeo do neto de herodes,365,1
historia del taxi de madrid,javier leralta,silex ediciones,historia del taxi de madrid,366,1
los corvidos y la agricultura,,c.o.d.a.,los corvidos y la agricultura,367,1
comunicacion,m. bunge,forja,comunicacion,368,1
parapsicologia,r. chauvin,aguilar,parapsicologia,369,1
historia de la literatura clasica,,forja,historia de la literatura clasica,370,1
"ivain, el caballero del leon",,c. de troyes,"ivain, el caballero del leon",371,1
el espejo. ensayo sobre una teoria cientifica,baltrusaitis,grech,el espejo. ensayo sobre una teoria cientifica,372,1
el islam de los romanticos,c. grossir,grech,el islam de los romanticos,373,1
la inquisicion medieval,j.r. smith,forja,la inquisicion medieval,374,1
las cruzadas,varios,eiciones forja,las cruzadas,375,1
cronicas y reportajes cientificos divulgativos,,gruner,cronicas y reportajes cientificos divulgativos,376,1
cantos de chamanes mongoles,,bitzoc-baltar,cantos de chamanes mongoles,377,1
creando la ensenanza personalizada,,,creando la ensenanza personalizada,378,1
breakthrough y otros,,greenpeace,breakthrough y otros,379,1
proteccion juridica del menor,varios,m.j.-c.p.,proteccion juridica del menor,380,1
"genero, etnicidad, raza y clase",n.yuval-davis,e-quality matters,"genero, etnicidad, raza y clase",381,1
conocimiento de la diferencia y feminismo,a. phoenix,e-quality matters,conocimiento de la diferencia y feminismo,382,1
the modernisation of public administration in the european integration process,"calonge velazquez, antonio",all beck,the modernisation of public administration in the european integration process,383,1
colaboracion empresarial y feminismo,l. ruijgers,e-quality matters,colaboracion empresarial y feminismo,384,1
prensa y creacion de estereotipos,l. ruijgers,e-quality matters,prensa y creacion de estereotipos,385,1
los hombres no son un extra opcional,l. ruijgers,e-quality matters,los hombres no son un extra opcional,386,1
"escasez de destrezas, las mujeres y las nti",t. rees,university of wales,"escasez de destrezas, las mujeres y las nti",387,1
las nuevas tecnologias de la informacion,t.rees,university of wales,las nuevas tecnologias de la informacion,388,1
la tecnologia y la relacion humana,t. rees,london university,la tecnologia y la relacion humana,389,1
salvando la naturaleza,m. colchester,w.r.m.- u.n.r.i.s.d.,salvando la naturaleza,390,1
percepcion y comprension humanas,university of wisconsin,,percepcion y comprension humanas,391,1
fisiologia de la percepcion,varios,,fisiologia de la percepcion,392,1
psicologia de la percepcion,varios,texas am university,psicologia de la percepcion,393,1
guardianes de la tierra sagrada,varios,survival internacional,guardianes de la tierra sagrada,394,1
centrales de turbinas de gas,varios,alstom - e.g.t.,centrales de turbinas de gas,395,1
el sector internacional no lucrativo,varios,johns hopkins university,el sector internacional no lucrativo,396,1
planificacion para los futuros familiares,varios,johns hopkins university,planificacion para los futuros familiares,397,1
indigenas de las americas,varios,survival international,indigenas de las americas,398,1
manuales de economia farmaceutica,varios,eli lilly and co.,manuales de economia farmaceutica,399,1
hacia la unidad de europa,f. unger,wordworks,hacia la unidad de europa,400,1
la proteccion de la infancia,k. aga khan,wordworks,la proteccion de la infancia,401,1
el semblante de europa,k. schmidt,wordworks,el semblante de europa,402,1
estimacion de las necesidades de capital,e. van lommel,wordworks,estimacion de las necesidades de capital,403,1
la aportacion catolica a la unidad de europa,,wordworks,la aportacion catolica a la unidad de europa,404,1
manuales del cocinero de hosteleria,varios,wordworks,manuales del cocinero de hosteleria,405,1
el fantasma de barcelona,j. reda,bitzoc-baltar,el fantasma de barcelona,406,1
diccionario critico de cinematografia mundial,varios,uq-nl,diccionario critico de cinematografia mundial,407,1
los derechos indigenas en venezuela,m. colchester,,los derechos indigenas en venezuela,408,1
guia para la politica forestal mundial de los pueblos indigenas,t.w. griffiths,w.r.m.-f.p.p.,guia para la politica forestal mundial de los pueblos indigenas,409,1
"gobernanza correcta, pueblos indigenas y conservacion de la biodiversidad",,w.w.f.-b.s.p.,"gobernanza correcta, pueblos indigenas y conservacion de la biodiversidad",410,1
las mejores practicas de donantes para la sociedad civil y conservacion de la biodiversidad,,w.w.f.-b.s.p.,las mejores practicas de donantes para la sociedad civil y conservacion de la biodiversidad,411,1
la participacion indigena en el unced,j.b. henriksen,w.r.m.-u.n.c.e.d.,la participacion indigena en el unced,412,1
las preocupaciones de los pueblos indigenas,varios,w.r.m.-i.a.i.t.p.t.f.,las preocupaciones de los pueblos indigenas,413,1
el convenio mundial sobre biodiversidad,varios,w.r.m.-u.n.c.e.d.,el convenio mundial sobre biodiversidad,414,1
"bosques, biodiversidad y pueblos indigenas",varios,wrm-unrisd,"bosques, biodiversidad y pueblos indigenas",415,1
"bosques, areas protegidas y pueblos indigenas",varios,wrm-iwgia,"bosques, areas protegidas y pueblos indigenas",416,1
gestion de la biodiversidad,varios,wrm-unced,gestion de la biodiversidad,417,1
control total de la calidad,varios,dti,control total de la calidad,418,1
manueles de prevencion e informacion sobre drogas,varios,jellinek preventie,manueles de prevencion e informacion sobre drogas,419,1
metodo de estudio y ejercicios para la formacion de la voz,f.c.field hyde,j.w.,metodo de estudio y ejercicios para la formacion de la voz,420,1
derechos indigenas de propiedad cultural e intelectual,m. colchester,wrm-unced,derechos indigenas de propiedad cultural e intelectual,421,1
exclusion social indigena y supremacia del desarrollo,varios,wrm-iaitptf,exclusion social indigena y supremacia del desarrollo,422,1
la situacion de los indigenas mapuche-pewenche,varios,wrm-fpp-fsc,la situacion de los indigenas mapuche-pewenche,423,1
el caso del embalse de alta en noruega,varios,wrm-wcgd,el caso del embalse de alta en noruega,424,1
el caso del proyecto hidroelectrico de bakun,varios,wrm-wcgd,el caso del proyecto hidroelectrico de bakun,425,1
el comite mundial de grandez embalses,varios,wrm-wcgd,el comite mundial de grandez embalses,426,1
la necesidad del control de las empresas maderedas transnacionales,varios,wrm-the forest,la necesidad del control de las empresas maderedas transnacionales,427,1
empresas mineras canadienses en los bosques del mundo,varios,wrm-the forests,empresas mineras canadienses en los bosques del mundo,428,1
la tecnologia genetica terminator,m. crouch,indiana university,la tecnologia genetica terminator,429,1
informe tecnico monsanto,varios,indiana university,informe tecnico monsanto,430,1
protocolos tecnicos,varios,schindler ag,protocolos tecnicos,431,1
"decretos, prelas de sabiduria y otros textos",varios,the summit lighthouse,"decretos, prelas de sabiduria y otros textos",432,1
manuales de medicina ayurvedica contemporanea,m. colchester,churchill livingstone,manuales de medicina ayurvedica contemporanea,433,1
pueblos indigenas y biodiversidad,,wwf,pueblos indigenas y biodiversidad,434,1
"pueblos indigenas, bosques y el banco mundial: politicas y practicas",varios,wrm-fpp,"pueblos indigenas, bosques y el banco mundial: politicas y practicas",435,1
proyectos del banco mundial y pueblos indigenas de ecuador y bolivia,t. griffiths,wrm-fpp,proyectos del banco mundial y pueblos indigenas de ecuador y bolivia,436,1
estudio de casos bsp en ecuador y bolivia,varios,wwf,estudio de casos bsp en ecuador y bolivia,437,1
la conservacion de la biodiversidad y la democracia,varios,wwf,la conservacion de la biodiversidad y la democracia,438,1
derechos de los pueblos indigenas y politicas forestales,varios,wwf,derechos de los pueblos indigenas y politicas forestales,439,1
"tsunami, doce meses despues",m. diamond,plan,"tsunami, doce meses despues",440,1
un dios sociable,ken wilber,"editorial kairos, s.a.",,441,1
olvidame despues,"tellado, corin",bruguera,olvidame despues,442,1
tu me diste la felicidad,"tellado, corin",bruguera,tu me diste la felicidad,443,1
no me compadezcas,"tellado, corin",ruguera,no me compadezcas,444,1
dejame hacerte feliz,"tellado, corin",bruguera,dejame hacerte feliz,445,1
te encontre para esto,"tellado, corin",bruguera,te encontre para esto,446,1
su alteza real,"tellado, corin",bruguera,su alteza real,447,1
quiero casarme con ella,"tellado, corin",bruguera,quiero casarme con ella,448,1
papa y su novia,"tellado, corin",bruguera,papa y su novia,449,1
otra vez contigo,"tellado, corin",bruguera,otra vez contigo,450,1
orgullo y soberbia,"tellado, corin",bruguera,orgullo y soberbia,451,1
"olvidame, paula","tellado, corin",bruguera,"olvidame, paula",452,1
nos casaremos,"tellado, corin",bruguera,nos casaremos,453,1
no te juzgo,"tellado, corin","bruguera,",no te juzgo,454,1
no te enamores muchacha,corin tellado,bruguera,no te enamores muchacha,455,1
estudios de periodistica 3. ponencias y comunicaciones del iii congreso de la sociedad espanola de periodistica,"martin algarra, manuel edo bolos, concepcion",ulzama,estudios de periodistica 3. ponencias y comunicaciones del iii congreso de la sociedad espanola de periodistica,456,1
don buho cuenta historias,miguel angel mendo,circulo de lectores,don buho cuenta historias,457,1
palabras sin historia,anibal ivan matos cintron,ediciones la sierra,palabras sin historia,458,1
no te enamores muchacha,corin tellado,bruguera,no te enamores muchacha,459,1
no seas orgulloso,"tellado, corin",bruguera,no seas orgulloso,460,1
no permitas que te ofenda,corin tellado,bruguera,no permitas que te ofenda,461,1
mi mala intencion,"tellado, corin",bruguera,mi mala intencion,462,1
mag se caso,"tellado, corin",bruguera,mag se caso,463,1
luz roja para el amor,"tellado, corin",bruguera,luz roja para el amor,464,1
la otra,"tellado, corin",bruguera,la otra,465,1
la espera y el triunfo,"tellado, corin",bruguera,la espera y el triunfo,466,1
he vuelto,"tellado, corin",bruguera,he vuelto,467,1
futuro incierto,"tellado, corin",bruguera,futuro incierto,468,1
corin tellado,,bruguera,corin tellado,469,1
corin tellado,"tellado, corin",bruguera,corin tellado,470,1
felicidad,corin tellado,bruguera,felicidad,471,1
encontre a mi mujer,corin tellado,bruguera,encontre a mi mujer,472,1
empezo sin querer,"tellado, corin",bruguera,empezo sin querer,473,1
ella y su jefe,"tellado, corin",bruguera,ella y su jefe,474,1
ella y los hombres,"tellado, corin",bruguera,ella y los hombres,475,1
dime la verdad,"tellado, corin",bruguera,dime la verdad,476,1
el destino de una huida,"tellado, corin",bruguera,el destino de una huida,477,1
dejame vivir,corin tellado,bruguera,dejame vivir,478,1
deja que te ame,"tellado, corin",bruguera,deja que te ame,479,1
bendita tu,"tellado, corin",bruguera,bendita tu,480,1
aventura inesperada,"tellado, corin",bruguera,aventura inesperada,481,1
aquella calumnia,"tellado, corin",bruguera,aquella calumnia,482,1
algun dia volvere,"tellado, corin",bruguera,algun dia volvere,483,1
"adios, susana","tellado, corin",bruguera,"adios, susana",484,1
volvere aqui /,,bruguera,volvere aqui /,485,1
la menace des harmoniques,manuel anton,mge ups systems,la menace des harmoniques,486,1
harmonics handbook,manuel anton,mge ups systems,harmonics handbook,487,1
las espanas : revista literaria vol.ii,fundacion pablo iglesias,fundacion pablo iglesias,las espanas : revista literaria vol.ii,488,1
de las medidas precautorias al proceso cautelar civil: una necesidad ineudible,silvia barona,el pais,de las medidas precautorias al proceso cautelar civil: una necesidad ineudible,489,1
supuestos de consolidacion contable,javier garcia merida,"editorial tebar, s.l.",supuestos de consolidacion contable,490,1
carta a un celebre critico literario,"rivero vivas, jose",,carta a un celebre critico literario,491,1
vol de dol,"sabater, josep",penombra dargent-editorial,vol de dol,492,1
egin dezagun ortu bat,,bige,egin dezagun ortu bat,493,1
banco de ideas:...,jesus diez pouso,a. est. geobiol,banco de ideas:...,494,1
banco de ideas:...,jesus diez pouso,as. est. geobiol,banco de ideas:...,495,1
son efectivos los...,"diez pouso, jesus",as. est. geobiol.,son efectivos los...,496,1
libros,jesus diez pouso,as. est. geobiol.,libros,497,1
la calidad de los alimentos,jesus diez pouso,,la calidad de los alimentos,498,1
ley de enjuiciamiento criminal y otras normas procesales penales,josep manel medrano molina,consejo valenciano de colegios de abogados,ley de enjuiciamiento criminal y otras normas procesales penales,499,1
expropiacion forzosa: el justiprecio: guia practica y jurisprudencia,miguel lopez-muniz goni,"editorial constitucion y leyes, s.a.",expropiacion forzosa: el justiprecio: guia practica y jurisprudencia,500,1
antologia de la poesia cosmica,nicolas del hierro,frente de afiramcion hispanista,antologia de la poesia cosmica,501,1
la defensa de la tesis,"lopez yepes, jose",mediaworks,la defensa de la tesis,502,1
guide of postgraduate study in europe,"sanchez garcia, maria fe",hobsons publishing plc,guide of postgraduate study in europe,503,1
estudios sobre documentacion en ciencias de la informacion,"lopez yepes, jose",instituto nacional de publicaciones,estudios sobre documentacion en ciencias de la informacion,504,1
educacion secundaria,"salvador mata, francisco",marfil,educacion secundaria,505,1
tecnologia informatica 3,,anaya,tecnologia informatica 3,506,1
tecnologia informatica 3,"yebes lopez, elvira martinez valero, julian ferro sanchez, maria piedad",anaya,tecnologia informatica 3,507,1
carretera ensin barru,naciu varillas,trabe,carretera ensin barru,508,1
ats/due del servicio de salud de la comunidad de madrid,"ochoa guerra, odette","editorial mad, s.l.",ats/due del servicio de salud de la comunidad de madrid,509,1
"el programa comprender y transformar: bases, metodologia y evaluacion",isabel de los reyes rodriguez,repiso,"el programa comprender y transformar: bases, metodologia y evaluacion",510,1
el delito de tenencia ilicita de armas,jullio diaz-maroto,colex,el delito de tenencia ilicita de armas,511,1
los programas de diversificacion,"blanchard gimenez, maria mercedes",instituto de estudios pedagogicos somosaguas,los programas de diversificacion,512,1
curso de derecho administrativo (i),tomas ramon fernandez,civitas,curso de derecho administrativo (i),513,1
principi di diritto amministrativo,tomas ramon fernandez,giuffre,principi di diritto amministrativo,514,1
curso de derito administrativo,tomas ramon fernandez,editora revista dos tribunais,curso de derito administrativo,515,1
monologos de dos continentes,"dorado aguilar, maria yolanda","corregidor,",monologos de dos continentes,516,1
ahora no te quiero,"tellado, corin",talleres graficos de editorial bruguera,ahora no te quiero,517,1
vuelve a mi,"tellado, corin","bruguera,",vuelve a mi,518,1
"dejame adorarte, isabel",corin tellado,bruguera,"dejame adorarte, isabel",519,1
el secreto de mildred,corin tellado,bruguera,el secreto de mildred,520,1
tres amores,"tellado, corin",bruguera,tres amores,521,1
"ten cuidado, irene",corin tellado,bruguera,"ten cuidado, irene",522,1
te presento a mi marido,corin tellado,bruguera,te presento a mi marido,523,1
se solicita enfermera,corin tellado,bruguera,se solicita enfermera,524,1
recuerdo del pasado,corin tellado,bruguera,recuerdo del pasado,525,1
querian casarse,corin tellado,,querian casarse,526,1
orgullo sin venganza,corin tellado,bruguera,orgullo sin venganza,527,1
